76,76828,TRUJILLO
08,08832,TUBARÁ
76,76834,TULUÁ
52,52835,TUMACO
15,15001,TUNJA
15,15832,TUNUNGUÁ
52,52838,TÚQUERRES
13,13836,TURBACO
13,13838,TURBANÁ
05,05837,TURBO
15,15835,TURMEQUÉ
15,15837,TUTA
15,15839,TUTAZÁ
25,25839,UBALÁ
25,25841,UBAQUE
76,76845,ULLOA
15,15842,UMBITA
25,25845,UNE
27,27800,UNGUÍA
27,27810,UNIÓN PANAMERICANA
05,05842,URAMITA
50,50370,URIBE
44,44847,URIBIA
05,05847,URRAO
44,44855,URUMITA
08,08849,USIACURÍ
25,25851,ÚTICA
05,05854,VALDIVIA
23,23855,VALENCIA
68,68855,VALLE DE SAN JOSÉ
73,73854,VALLE DE SAN JUAN
86,86865,VALLE DEL GUAMUEZ
20,20001,VALLEDUPAR
05,05856,VALPARAÍSO
18,18860,VALPARAÍSO
05,05858,VEGACHÍ
68,68861,VÉLEZ
73,73861,VENADILLO
05,05861,VENECIA
25,25506,VENECIA
15,15861,VENTAQUEMADA
25,25862,VERGARA
76,76863,VERSALLES
68,68867,VETAS
25,25867,VIANÍ
17,17867,VICTORIA
05,05873,VIGÍA DEL FUERTE
76,76869,VIJES
54,54871,VILLA CARO
15,15407,VILLA DE LEYVA
25,25843,VILLA DE SAN DIEGO DE UBATE
54,54874,VILLA DEL ROSARIO
19,19845,VILLA RICA
86,86885,VILLAGARZÓN
25,25871,VILLAGÓMEZ
73,73870,VILLAHERMOSA
17,17873,VILLAMARÍA
13,13873,VILLANUEVA
44,44874,VILLANUEVA
68,68872,VILLANUEVA
85,85440,VILLANUEVA
25,25873,VILLAPINZÓN
73,73873,VILLARRICA
50,50001,VILLAVICENCIO
41,41872,VILLAVIEJA
25,25875,VILLETA
25,25878,VIOTÁ
15,15879,VIRACACHÁ
50,50711,VISTAHERMOSA
17,17877,VITERBO
25,25885,YACOPÍ
52,52885,YACUANQUER
41,41885,YAGUARÁ
05,05885,YALÍ
05,05887,YARUMAL
97,97889,YAVARATÉ
05,05890,YOLOMBÓ
05,05893,YONDÓ
85,85001,YOPAL
76,76890,YOTOCO
76,76892,YUMBO
13,13894,ZAMBRANO
68,68895,ZAPATOCA
47,47960,ZAPAYÁN
05,05895,ZARAGOZA
76,76895,ZARZAL
15,15897,ZETAQUIRA
25,25898,ZIPACÓN
25,25899,ZIPAQUIRÁ
47,47980,ZONA BANANERA
